OBAT,"ILIADIN KINDER 0,025% TETES HIDUNG",,,,,,,1-0599,,,,,,,,,,,68098.8,51590
OBAT,IMBOOS SYR,,,,,,,1-0600,,,,,,,,,,,48048,36400
OBAT,IMBOOST FORCE TABLET,,,,,,,1-0601,,,,,,,,,,,7920,6000
OBAT,IMODIUM TABLET,,,,,,,1-0602,,,,,,,,,,,9630.27,7295.66
ALAT KESEHATAN,IMPLANT ANDALAN,,,,,,,1-0603,,,,,,,,,,,297660,225500
OBAT,IMUDATOR KAPLET,,,,,,,1-0604,,,,,,,,,,,9723.12,7366
OBAT,IMUNOS PLUS KAPLET,,,,,,,1-0605,,,,,,,,,,,13068,9900
OBAT,IMUNOS PLUS SYR 60ML,,,,,,,1-0606,,,,,,,,,,,133584,101200
OBAT,IMUNOS SYR 60ML,,,,,,,1-0607,,,,,,,,,,,87120,72600
OBAT,IMUNOS TABLET,,,,,,,1-0608,,,,,,,,,,,10164,7700
OBAT,INBION KAPSUL,,,,,,,1-0609,,,,,,,,,,,1771.44,1342
OBAT,INDEXON INJEKSI,,,,,,,1-0610,,,,,,,,,,,10977.12,8316
ALAT KESEHATAN,INFUS MAKRO NIPRO,,,,,,,1-0611,,,,,,,,,,,13126.08,9944
ALAT KESEHATAN,INFUS SET FOR STC503 (TSPA),,,,,,,1-0612,,,,,,,,,,,57499.2,43560
OBAT,INFUSAN D10 500 ML,,,,,,,1-0613,,,,,,,,,,,27588,20900
OBAT,INFUSAN D5 12 500 ML SINGLE POT,,,,,,,1-0614,,,,,,,,,,,16846.83,12762.75
OBAT,INFUSAN D5 14 500 ML SINGLE POT,,,,,,,1-0615,,,,,,,,,,,16752.45,12691.25
OBAT,INFUSAN D5+14NS 500 ML,,,,,,,1-0616,,,,,,,,,,,28023,23800
OBAT,INFUSAN NS PYGGYBACK 100 ML,,,,,,,1-0617,,,,,,,,,,,16950.24,12841.09
OBAT,INFUSAN R+D 500 ML,,,,,,,1-0618,,,,,,,,,,,27050.76,20493
OBAT,INFUSAN R+D 500 ML SINGLE POT,,,,,,,1-0619,,,,,,,,,,,28461.84,21562
OBAT,INFUSAN RING-AS 500 ML,,,,,,,1-0620,,,,,,,,,,,29088.84,22037
OBAT,INFUSAN -RL 500 ML,,,,,,,1-0621,,,,,,,,,,,27152.4,20570
OBAT,INFUSAN-D5 500 ML,,,,,,,1-0622,,,,,,,,,,,27756.96,21028
OBAT,INFUSAN-D5+12 NS 500 ML,,,,,,,1-0623,,,,,,,,,,,28314,21450
ALAT KESEHATAN,INFUSET POLYMED,,,,,,,1-0624,,,,,,,,,,,13200,10000
ALAT KESEHATAN,INFUSION SET MIKRO TERUMO (TKA),,,,,,,1-0625,,,,,,,,,,,27588,20900
ALAT KESEHATAN,INFUSION SET MIKRO TERUMO (TKA) (BPJS),,,,,,,1-0626,,,,,,,,,,,14489.64,10977
ALAT KESEHATAN,INFUSION SET NIPRO TYPE  Y,,,,,,,1-0627,,,,,,,,,,,11180,7276.5
OBAT,INH 300MG,,,,,,,1-0628,,,,,,,,,,,224.4,170
OBAT,INLACIN 50 MG,,,,,,,1-0629,,,,,,,,,,,5645.64,4277
OBAT,INLACTA,,,,,,,1-0630,,,,,,,,,,,9075,6875
OBAT,INPEPSA SYR,,,,,,,1-0631,,,,,,,,,,,70224,53200
OBAT,INTERHISTIN TAB,,,,,,,1-0632,,,,,,,,,,,924,700
OBAT,INTERLAC CHEWABLE TABLET,,,,,,,1-0633,,,,,,,,,,,13068,9900
OBAT,INTERLAC DROP,,,,,,,1-0634,,,,,,,,,,,355740,269500
OBAT,INTERMOXIL 1 GR INJEKSI,,,,,,,1-0635,,,,,,,,,,,31825.2,24110
OBAT,INTERMOXIL 500  TABLET,,,,,,,1-0636,,,,,,,,,,,4280.76,3243
OBAT,INTERZINC SYRUP,,,,,,,1-0637,,,,,,,,,,,54450,41250
OBAT,INTERZINC TABLET,,,,,,,1-0638,,,,,,,,,,,5445,4125
ALAT KESEHATAN,INTRAFIX SAFESET,,,,,,,1-0639,,,,,,,,,,,31679.74,23999.8
OBAT,INTRICEF 1 G INJEKSI,,,,,,,1-0640,,,,,,,,,,,198314.16,150238
OBAT,INTRIZIN DROP,,,,,,,1-0641,,,,,,,,,,,86797.92,65756
OBAT,INTRIZIN SYRUP,,,,,,,1-0642,,,,,,,,,,,78540,59500
OBAT,INTRIZIN TABLET,,,,,,,1-0643,,,,,,,,,,,7526.64,5702
OBAT,INVICLOT INJEKSI,,,,,,,1-0644,,,,,,,,,,,81312,66000
OBAT,INVITEC TABLET,,,,,,,1-0645,,,,,,,,,,,11906.4,9020
OBAT,IPROX SYR,,,,,,,1-0646,,,,,,,,,,,65340,49500
OBAT,IRBESARTAN 150,,,,,,,1-0647,,,,,,,,,,,2940.96,2228
OBAT,IRBESARTAN 200,,,,,,,1-0648,,,,,,,,,,,5214,3950
OBAT,ISOFLURANE SOLUTION,,,,,,,1-0649,,,,,,,,,,,2359500,1996500
OBAT,ISOPRINOSINE 500 MG TABLET,,,,,,,1-0650,,,,,,,,,,,17723.48,13426.88
OBAT,ISOPRINOSINE SIRUP 60ML,,,,,,,1-0651,,,,,,,,,,,142932,119100
OBAT,ISOSORBIDE DINITRATE 5 MG,,,,,,,1-0652,,,,,,,,,,,264,200
OBAT,ISPRINOL SYR 60 ML,,,,,,,1-0653,,,,,,,,,,,108900,82500
OBAT,ISPRINOL TABLET,,,,,,,1-0654,,,,,,,,,,,7673.16,5813
ALAT KESEHATAN,IV 3000,,,,,,,1-0655,,,,,,,,,,,7526.64,5702
