OBAT,VENTOLIN SYRUP 100 ML,,,,,,,1-1399,,,,,,,,,,,71946,63226
OBAT,VERBAN 10 CM,,,,,,,1-1400,,,,,,,,,,,1452,1100
OBAT,VERIDIN TABLET,,,,,,,1-1401,,,,,,,,,,,8712,6600
OBAT,VESTEIN CAPSUL 300 MG,,,,,,,1-1402,,,,,,,,,,,6388.8,4840
OBAT,VESTEIN DRY SYRUP,,,,,,,1-1403,,,,,,,,,,,50820,38500
OBAT,VICCILLIN - SX 1500 MG,,,,,,,1-1404,,,,,,,,,,,119064,90200
OBAT,VIP ALBUMIN,,,,,,,1-1405,,,,,,,,,,,7260,7300
OBAT,VIRU-MERZ GEL 5 G,,,,,,,1-1406,,,,,,,,,,,58021.92,43956
OBAT,VITALA,,,,,,,1-1407,,,,,,,,,,,14916,11300
OBAT,VITAMIN A INJEKSI,,,,,,,1-1408,,,,,,,,,,,2640,2000
OBAT,VITAMIN B COMPLEK TABLET,,,,,,,1-1409,,,,,,,,,,,42.24,32
OBAT,VITAMIN B1 100MG,,,,,,,1-1410,,,,,,,,,,,198,150
OBAT,VITAMIN B1 50MG TAB,,,,,,,1-1411,,,,,,,,,,,99,75
OBAT,VITAMIN B12 10 MG TABLET,,,,,,,1-1412,,,,,,,,,,,19.8,15
OBAT,VITAMIN B6 10 MG TABLET,,,,,,,1-1413,,,,,,,,,,,66,50
OBAT,VITAMIN C 10% INJEKSI,,,,,,,1-1414,,,,,,,,,,,9900,7500
OBAT,VITAMIN C 50 MG TABLET,,,,,,,1-1415,,,,,,,,,,,71.28,54
OBAT,VITAMIN K 10MG INJEKSI,,,,,,,1-1416,,,,,,,,,,,1716,1300
OBAT,VOLTAREN GEL 10 G,,,,,,,1-1417,,,,,,,,,,,49896,44900
OBAT,VOMETA DROP 10 ML,,,,,,,1-1418,,,,,,,,,,,57354,43450
OBAT,VOMETA FLAST TABLET,,,,,,,1-1419,,,,,,,,,,,5372.4,4070
OBAT,VOMETA SYRUP 60 ML,,,,,,,1-1420,,,,,,,,,,,57354,43450
OBAT,VOMIDON DROP,,,,,,,1-1421,,,,,,,,,,,40772.16,30888
OBAT,VOMIDON SYRUP,,,,,,,1-1422,,,,,,,,,,,40772.16,30888
OBAT,VOMILAT TABLET,,,,,,,1-1423,,,,,,,,,,,1306.8,990
OBAT,VOMITAS SYRUP 60 ML,,,,,,,1-1424,,,,,,,,,,,58021.92,43956
OBAT,VOMITAS TABLET,,,,,,,1-1425,,,,,,,,,,,5227,4500
ALAT KESEHATAN,VONCERAN TAB 4MG,,,,,,,1-1426,,,,,,,,,,,21555.6,16330
OBAT,VOSEDON SUSPENSI 60 ML,,,,,,,1-1427,,,,,,,,,,,41236.8,31240
OBAT,VOSEDON TABLET,,,,,,,1-1428,,,,,,,,,,,3288.78,2491.5
OBAT,WATER FOR INJECTION 25 ML,,,,,,,1-1429,,,,,,,,,,,9179.54,6954.2
OBAT,X - FLAM 50 MG TABLET,,,,,,,1-1430,,,,,,,,,,,2853.84,2162
OBAT,XEPAGEL KRIM,,,,,,,1-1431,,,,,,,,,,,223608,169400
OBAT,XIDANE CAPSUL,,,,,,,1-1432,,,,,,,,,,,10890,8250
OBAT,ZAMEL DROPS,,,,,,,1-1433,,,,,,,,,,,47652,36100
OBAT,ZAMEL SYRUP 60 ML,,,,,,,1-1434,,,,,,,,,,,62073,47025
OBAT,ZEMINDO SYRUP,,,,,,,1-1435,,,,,,,,,,,47190,35750
OBAT,ZEMYC 150 MG,,,,,,,1-1436,,,,,,,,,,,84216,63800
OBAT,ZEMYC 50 MG,,,,,,,1-1437,,,,,,,,,,,26109.6,19780
OBAT,ZIBRAMAX 200MG5ML SYRUP,,,,,,,1-1438,,,,,,,,,,,143748,119500
OBAT,ZIBRAMAX TAB,,,,,,,1-1439,,,,,,,,,,,45476.64,34452
OBAT,ZINCARE TABLET,,,,,,,1-1440,,,,,,,,,,,2979.24,2257
OBAT,ZINCPRO DROP,,,,,,,1-1441,,,,,,,,,,,0,0
OBAT,ZINCPRO SYRUP 60ML,,,,,,,1-1442,,,,,,,,,,,45476.64,34452
OBAT,ZINKID 20 MG TABLET DISPERSIBEL,,,,,,,1-1443,,,,,,,,,,,3920.4,2970
OBAT,ZINKID SYR 100ML,,,,,,,1-1444,,,,,,,,,,,32340,24500
OBAT,ZITHROMAX 500MG,,,,,,,1-1445,,,,,,,,,,,83051.76,62918
