OBAT,T-SILK 2-0 S25,,,,,,,1-1625,,,,,,,,,,,70637.16,53513
OBAT,HEMOROID SUPP RECTAL,,,,,,,1-1625,,,,,,,,,,,5676,4300
OBAT,T-SILK 3-0 S22,,,,,,,1-1626,,,,,,,,,,,69719.76,52818
ALAT KESEHATAN,SUTURE SILK 30 NON JARUM  ONEMED,,,,,,,1-1626,,,,,,,,,,,5445,4125
OBAT,T-VIO 1 V16 90 CM,,,,,,,1-1627,,,,,,,,,,,124287.24,94157
OBAT,PIBAKSIN SLP,,,,,,,1-1627,,,,,,,,,,,58080,44000
OBAT,ALAT KESEHATAN VK,,,,,,,1-1628,,,,,,,,,,,0,0
OBAT,KAPSUL KOSONG NO. 00,,,,,,,1-1628,,,,,,,,,,,99.37,75.28
OBAT,SLEM SUCKER BABY,,,,,,,1-1629,,,,,,,,,,,46860,35500
OBAT,KAPSUL KOSONG NO. 1,,,,,,,1-1629,,,,,,,,,,,66,50
OBAT,KLEM TALI PUSAT,,,,,,,1-1630,,,,,,,,,,,6600,5000
OBAT,KAPSUL KOSONG NO. 2,,,,,,,1-1630,,,,,,,,,,,61.05,46.25
OBAT,GELANG TANGAN,,,,,,,1-1631,,,,,,,,,,,19800,15000
ALAT KESEHATAN,SILK 30  + JARUM ONEMED,,,,,,,1-1631,,,,,,,,,,,4435,6000
OBAT,SEWA SYRING PUMP,,,,,,,1-1632,,,,,,,,,,,52800,40000
OBAT,KENACORT A CREAM,,,,,,,1-1632,,,,,,,,,,,111540,84500
OBAT,INTRAFIX SAFESET,,,,,,,1-1633,,,,,,,,,,,34313.4,25995
,FONDAZEN,,,,,,,1-1633,,,,,,,,,,,396,300
OBAT,SAFELET CATHETER 24 G X 1,,,,,,,1-1634,,,,,,,,,,,29998.32,22726
OBAT,VELAZOL INFUS,,,,,,,1-1634,,,,,,,,,,,105600,80000
OBAT,VENFLON POLYMED 18,,,,,,,1-1635,,,,,,,,,,,29355.48,22239
OBAT,T B VIT SYRUP,,,,,,,1-1635,,,,,,,,,,,43164,32700
OBAT,VENFLON POLYMED 24,,,,,,,1-1636,,,,,,,,,,,29355.48,22239
OBAT,COLME BYE DROP,,,,,,,1-1636,,,,,,,,,,,47916,36300
OBAT,FOLLEY CATH CHROMA 14,,,,,,,1-1637,,,,,,,,,,,21832.8,16540
ALAT KESEHATAN,BLOODSET ONEMED,,,,,,,1-1637,,,,,,,,,,,6171,5566
OBAT,INFUSET POLYMED,,,,,,,1-1638,,,,,,,,,,,12384.24,9382
OBAT,TRAMAL INJ,,,,,,,1-1638,,,,,,,,,,,31653.6,23980
OBAT,BLOODSET MAS,,,,,,,1-1639,,,,,,,,,,,29355.48,22239
ALAT KESEHATAN,SENSITIVE COMPACT,,,,,,,1-1639,,,,,,,,,,,56100,42500
OBAT,MUCUS EXTRACTOR POLYMED,,,,,,,1-1640,,,,,,,,,,,15504.72,11746
ALAT KESEHATAN,MUKUS LOTUS,,,,,,,1-1640,,,,,,,,,,,10560,8000
OBAT,VENFLON BD 20,,,,,,,1-1641,,,,,,,,,,,47934.48,36314
ALAT KESEHATAN,SPUIT GLYCERIN,,,,,,,1-1641,,,,,,,,,,,133980,101500
OBAT,TEGADERM PAED 100 EAC,,,,,,,1-1642,,,,,,,,,,,8019,6075
OBAT,ETERFIX iv,,,,,,,1-1642,,,,,,,,,,,65340,49500
OBAT,STOMACH TUBE 16 TERUMO,,,,,,,1-1643,,,,,,,,,,,31373.76,23768
OBAT,ALBOTHYL CONCENTRATE 5 ML,,,,,,,1-1643,,,,,,,,,,,31944,24200
OBAT,MONOSYN 1 HR48 VIOLET 90CM,,,,,,,1-1644,,,,,,,,,,,191359.08,144969
OBAT,CHIL KID SOYA 300,,,,,,,1-1644,,,,,,,,,,,97135.5,84100
OBAT,SAFIL 30 DS 24 70CM VIOLET,,,,,,,1-1645,,,,,,,,,,,136744.08,103594
,1,,,,,,,1-1645,,,,,,,,,,,72600,55000
ALAT KESEHATAN,ENDO TRACHEAL TUBE 2 RUSCH NON CUFF,,,,,,,1-1645,,,,,,,,,,,51909,39325
OBAT,VENFLON 18,,,,,,,1-1646,,,,,,,,,,,45408,34400
OBAT,FURAMIN INJ,,,,,,,1-1646,,,,,,,,,,,13794,11400
OBAT,VENFLON 18 BPJS,,,,,,,1-1647,,,,,,,,,,,35319.24,26757
OBAT,PROBIOSTIM,,,,,,,1-1647,,,,,,,,,,,13866.6,10505
OBAT,BLOOD SET TERUMO,,,,,,,1-1648,,,,,,,,,,,32363.76,24518
OBAT,ACRAN TAB,,,,,,,1-1648,,,,,,,,,,,7260,5500
OBAT,RECTAL TUBU,,,,,,,1-1649,,,,,,,,,,,33000,25000
OBAT,IMURAN 50 MG,,,,,,,1-1649,,,,,,,,,,,10956,8300
OBAT,VIT K,,,,,,,1-1650,,,,,,,,,,,3036,2300
OBAT,PRAXION DROP,,,,,,,1-1650,,,,,,,,,,,28776,21800
OBAT,BLOOD SET TERUMO BPJS,,,,,,,1-1651,,,,,,,,,,,21191.28,16054
,1,,,,,,,1-1651,,,,,,,,,,,0,145750
OBAT,CARBON GLYCERIN,,,,,,,1-1651,,,,,,,,,,,36432,27600
OBAT,BENANG JAHIT,,,,,,,1-1652,,,,,,,,,,,39600,30000
OBAT,TUBERCULIN PPD RT 23 SSI 1.5 ML,,,,,,,1-1652,,,,,,,,,,,1019667,772475
OBAT,SAFIL 20 HR 26 90 CM,,,,,,,1-1653,,,,,,,,,,,120780,91500
OBAT,H2 O2 1 %,,,,,,,1-1653,,,,,,,,,,,5280,4000
OBAT,NASAL 02,,,,,,,1-1654,,,,,,,,,,,33000,25000
OBAT,ASCAVIN TAB 4 MG,,,,,,,1-1654,,,,,,,,,,,7986,6050
OBAT,SPUIT 1 CC TUBERCULIN TERUMO,,,,,,,1-1655,,,,,,,,,,,5859.48,4439
OBAT,VALDIX TAB 80 MG,,,,,,,1-1655,,,,,,,,,,,7986,6050
OBAT,SPUIT 1 CC TUBERCULIN TERUMO BPJS,,,,,,,1-1656,,,,,,,,,,,2568.72,1946
OBAT,INOXIN 400 MG,,,,,,,1-1656,,,,,,,,,,,387.2,293.33
OBAT,SPUIT 3 CC TERUMO,,,,,,,1-1657,,,,,,,,,,,3256.44,2467
OBAT,LIPITOR 20 MG,,,,,,,1-1657,,,,,,,,,,,25266,21600
OBAT,SPUIT 3 CC TERUMO BPJS,,,,,,,1-1658,,,,,,,,,,,1622.28,1229
ALAT KESEHATAN,LAMINARIA L,,,,,,,1-1658,,,,,,,,,,,108900,82500
OBAT,SPUIT 5 CC BD,,,,,,,1-1659,,,,,,,,,,,4359.96,3303
OBAT,ZIBAC 1.0 INJ,,,,,,,1-1659,,,,,,,,,,,87120,66000
OBAT,SPUIT 5 CC TERUMO BPJS,,,,,,,1-1660,,,,,,,,,,,1927.2,1460
ALAT KESEHATAN,SAFIL 50 HR 17,,,,,,,1-1660,,,,,,,,,,,161607.6,122430
OBAT,SPUIT 10 CC BD,,,,,,,1-1661,,,,,,,,,,,5327.52,4036
OBAT,TALION,,,,,,,1-1661,,,,,,,,,,,3795,2900
OBAT,SPUIT 10 CC TERUMO BPJS,,,,,,,1-1662,,,,,,,,,,,3779.16,2863
OBAT,AKLISA SR,,,,,,,1-1662,,,,,,,,,,,7009.2,5310
OBAT,SPUIT 20 CC TERUMO,,,,,,,1-1663,,,,,,,,,,,11972.4,9070
OBAT,RL WIDA,,,,,,,1-1663,,,,,,,,,,,9438,7150
OBAT,RINGER FUDIN,,,,,,,1-1664,,,,,,,,,,,24769.8,18765
OBAT,SALBRON 4 MG TABLET,,,,,,,1-1664,,,,,,,,,,,373,400
OBAT,TERANOL INJ,,,,,,,1-1665,,,,,,,,,,,55042.68,41699
ALAT KESEHATAN,BLOODSET GEA,,,,,,,1-1665,,,,,,,,,,,7788,5900
OBAT,SANTAGESIK INJ,,,,,,,1-1666,,,,,,,,,,,13944.48,10564
OBAT,FENICOL EYE DROP,,,,,,,1-1666,,,,,,,,,,,48840,37000
OBAT,SPUIT 50 CC TERUMO (BIRU),,,,,,,1-1667,,,,,,,,,,,27070.56,20508
OBAT,FLUIMUCIL  SYRUP,,,,,,,1-1667,,,,,,,,,,,75900,57500
OBAT,PLAIN 20 + JARUM,,,,,,,1-1668,,,,,,,,,,,10038.6,7605
OBAT,BISOLVON ELIXIR SYRUP 60 ML,,,,,,,1-1668,,,,,,,,,,,45408,34400
OBAT,JARUM NO. 23  25,,,,,,,1-1669,,,,,,,,,,,1449.36,1098
OBAT,MOMILEN NURSING CREAM,,,,,,,1-1669,,,,,,,,,,,29040,22000
OBAT,WING NEEDLE,,,,,,,1-1670,,,,,,,,,,,15840,12000
OBAT,BISOLVON ELIXIR SYRUP 125 ML,,,,,,,1-1670,,,,,,,,,,,80388,60900
OBAT,FOLLEY CATHETER 14 RUSCH,,,,,,,1-1671,,,,,,,,,,,22063.8,16715
OBAT,CPG BLISTER,,,,,,,1-1671,,,,,,,,,,,20715,18100
OBAT,URINE BAG,,,,,,,1-1672,,,,,,,,,,,5004.12,3791
OBAT,NUTRIBABY ROYAL PDF 400GR,,,,,,,1-1672,,,,,,,,,,,107884.79,96154
OBAT,BALL TAMPON,,,,,,,1-1673,,,,,,,,,,,3300,2500
OBAT,NUTRIBABY PREMATURE  (MD) 4000,,,,,,,1-1673,,,,,,,,,,,74123.28,56154
ALAT KESEHATAN,ALPHAMED PENCIL CAUTER,,,,,,,1-1673,,,,,,,,,,,145200,110000
OBAT,TAMPON GULUNG,,,,,,,1-1674,,,,,,,,,,,13200,10000
ALAT KESEHATAN,T-SILK  1,,,,,,,1-1674,,,,,,,,,,,871200,660000
OBAT,ALAT INFUS BAYI,,,,,,,1-1675,,,,,,,,,,,26400,20000
OBAT,PHYSIOGEL 200 ML,,,,,,,1-1675,,,,,,,,,,,255156,212900
OBAT,ET PORTEK,,,,,,,1-1676,,,,,,,,,,,105600,80000
OBAT,FULCIN 500,,,,,,,1-1676,,,,,,,,,,,12804,9700
OBAT,WATER FOR,,,,,,,1-1677,,,,,,,,,,,4403.52,3336
OBAT,LAPICEF DROP,,,,,,,1-1677,,,,,,,,,,,75504,57200
OBAT,HANDSCHOON,,,,,,,1-1678,,,,,,,,,,,6600,5000
OBAT,TRIDEX 100 24S,,,,,,,1-1678,,,,,,,,,,,28314,21450
OBAT,HANSCOEN ANSELL,,,,,,,1-1679,,,,,,,,,,,26400,20000
OBAT,ALBUMIN BEHRING 20% 100 ML,,,,,,,1-1679,,,,,,,,,,,2236080,1694000
OBAT,HANDSCHOON BAYI,,,,,,,1-1680,,,,,,,,,,,13200,10000
ALAT KESEHATAN,LAMINARIA S,,,,,,,1-1680,,,,,,,,,,,99000,75000
