,VAGIZOL OVULA,,,,,,,1-1524,,,,,,,,,,,0,0
OBAT,NS PEGGY BAG,,,,,,,1-1525,,,,,,,,,,,22671,17175
ALAT KESEHATAN,SCALP VEIN NEEDLE ONEMED,,,,,,,1-1525,,,,,,,,,,,2032.8,1540
OBAT,NS DEX 5%,,,,,,,1-1526,,,,,,,,,,,13200,10000
ALAT KESEHATAN,URINE BAG GEA,,,,,,,1-1526,,,,,,,,,,,4472.16,3388
OBAT,AMINOFUSION PAED 250 ML,,,,,,,1-1527,,,,,,,,,,,120666.48,91414
ALAT KESEHATAN,TERMOMETER DIGITAL  CLINICAL,,,,,,,1-1527,,,,,,,,,,,853776,646800
OBAT,INTRICEF,,,,,,,1-1528,,,,,,,,,,,222156,168300
OBAT,EPEXOL DROP,,,,,,,1-1528,,,,,,,,,,,53288.4,40370
OBAT,SANPICILIN 1 GR INJ.,,,,,,,1-1529,,,,,,,,,,,24035.88,18209
,INFANTRINI NUTRICIA,,,,,,,1-1529,,,,,,,,,,,0,0
OBAT,MILOZ 5 MG INJ,,,,,,,1-1530,,,,,,,,,,,35317.92,26756
ALAT KESEHATAN,JACSEN RISE DEWASA,,,,,,,1-1530,,,,,,,,,,,196020,148500
OBAT,PETHIDINE INJ,,,,,,,1-1531,,,,,,,,,,,22401.72,16971
ALAT KESEHATAN,MAYO NO. 3 (90 MM),,,,,,,1-1531,,,,,,,,,,,34848,26400
OBAT,KEDACILIN 1 GR INJ,,,,,,,1-1532,,,,,,,,,,,68209.68,51674
OBAT,INFATRINI POWDER 400G,,,,,,,1-1532,,,,,,,,,,,245157.79,218500.7
OBAT,KALMETHASON AMP 5MG 1ML,,,,,,,1-1533,,,,,,,,,,,11008.8,8340
,VOLTAREN GEL 20 GR,,,,,,,1-1533,,,,,,,,,,,86988,65900
OBAT,KALMETHASON VIAL 20 MG 5ML,,,,,,,1-1534,,,,,,,,,,,38529.48,29189
ALAT KESEHATAN,"ALLEVYN ADHESIVE 7,5 X 7,5 CM",,,,,,,1-1534,,,,,,,,,,,84216,63800
OBAT,DEXAMETHASON INJ AMP,,,,,,,1-1535,,,,,,,,,,,4587,3475
ALAT KESEHATAN,ALLEVYN NON ADH 10 X 20 CM1X20,,,,,,,1-1535,,,,,,,,,,,156090,118250
OBAT,KEMICETIN 1 GR INJ,,,,,,,1-1536,,,,,,,,,,,14520,11000
OBAT,FOLAMIL GOLD,,,,,,,1-1536,,,,,,,,,,,5808,4400
OBAT,VALIUM INJ,,,,,,,1-1537,,,,,,,,,,,45540,34500
OBAT,SANBENAFIL 50 MG,,,,,,,1-1537,,,,,,,,,,,90024,68200
OBAT,ULSIKUR INJ,,,,,,,1-1538,,,,,,,,,,,12475.32,9451
OBAT,SURFLO 18 TERUMO,,,,,,,1-1538,,,,,,,,,,,12777.6,9680
OBAT,"EPHINEPRIN ADRENALIN 0,1%  INJ",,,,,,,1-1539,,,,,,,,,,,4218.72,3196
OBAT,INTERLAC SACHET,,,,,,,1-1539,,,,,,,,,,,12705,12100
ALAT KESEHATAN,3WAY STOPCOCK NON EXTENSION JMS,,,,,,,1-1540,,,,,,,,,,,46464,35200
OBAT,SOTATIC INJEKSI,,,,,,,1-1541,,,,,,,,,,,6534,4950
OBAT,CITOTEX TAB,,,,,,,1-1542,,,,,,,,,,,36878.16,27938
OBAT,GELOFUSINE 500 CC,,,,,,,1-1542,,,,,,,,,,,116556.4,88300.3
OBAT,ETHRANE 10 CC,,,,,,,1-1543,,,,,,,,,,,79200,60000
,UTROGESTAN 200,,,,,,,1-1543,,,,,,,,,,,0,0
OBAT,VITADION 2 MG,,,,,,,1-1543,,,,,,,,,,,17424,13200
OBAT,SCOLIN 1 CC,,,,,,,1-1544,,,,,,,,,,,19140,14500
ALAT KESEHATAN,SILKAM 30  TANPA JARUM,,,,,,,1-1544,,,,,,,,,,,0,0
OBAT,BRICASMA INJEKSI,,,,,,,1-1545,,,,,,,,,,,30426,23050
OBAT,NUTRINIDRIK 400 GR VAN,,,,,,,1-1545,,,,,,,,,,,180100.64,160517.5
OBAT,PROFENID INJEKSI,,,,,,,1-1546,,,,,,,,,,,21120,16000
OBAT,VASCON INJ,,,,,,,1-1546,,,,,,,,,,,130680,99000
OBAT,PROVECOM SUP,,,,,,,1-1547,,,,,,,,,,,17160,13000
ALAT KESEHATAN,"MAXTER STERIL 8 ,5",,,,,,,1-1547,,,,,,,,,,,5445,4125
OBAT,KALNEX 250 MG INJ,,,,,,,1-1548,,,,,,,,,,,13761,10425
ALAT KESEHATAN,T-SILK 3-0,,,,,,,1-1548,,,,,,,,,,,68244,51700
OBAT,FIMAHAES 6% INFUS,,,,,,,1-1549,,,,,,,,,,,280981.8,212865
OBAT,METHYL ERGOMETRIN INJ,,,,,,,1-1549,,,,,,,,,,,4620,3500
OBAT,ALINAMIN - F 25 MG INJ,,,,,,,1-1550,,,,,,,,,,,22702.68,17199
ALAT KESEHATAN,MASKER HIJAB DIAPRO,,,,,,,1-1550,,,,,,,,,,,638.88,484
OBAT,ONDAVEL 4 MG INJ,,,,,,,1-1551,,,,,,,,,,,36694.68,27799
OBAT,SPIRAMYCIN 1.5 M IU,,,,,,,1-1551,,,,,,,,,,,3002,2068
OBAT,PROPOFOL 10 CC,,,,,,,1-1552,,,,,,,,,,,66000,50000
OBAT,METHYCOBAL INJ,,,,,,,1-1552,,,,,,,,,,,42900,32500
OBAT,AMOXAN 1 G INJ,,,,,,,1-1553,,,,,,,,,,,35279.64,26727
OBAT,FAGIZOL OVULA,,,,,,,1-1553,,,,,,,,,,,16500,12500
OBAT,TRADIL 50 MG INJ,,,,,,,1-1554,,,,,,,,,,,30299.28,22954
OBAT,CARDARONE INJ,,,,,,,1-1554,,,,,,,,,,,48180,36500
OBAT,NIPEDIPINE 10 MG TAB,,,,,,,1-1555,,,,,,,,,,,378.84,287
OBAT,PRORIS SUPP,,,,,,,1-1555,,,,,,,,,,,17292,5700
OBAT,AMINOPILIN 24 MG INJ,,,,,,,1-1556,,,,,,,,,,,5404.08,4094
OBAT,FARGOXIN INJ,,,,,,,1-1556,,,,,,,,,,,50820,38500
OBAT,CEFOTAXIME 1 G INJ,,,,,,,1-1557,,,,,,,,,,,6053.52,4586
ALAT KESEHATAN,MASKER TALI DIAPRO,,,,,,,1-1557,,,,,,,,,,,406,414.7
OBAT,GASTRIDIN INJ,,,,,,,1-1558,,,,,,,,,,,29080.92,22031
OBAT,CHLOROQUIN 200 MG,,,,,,,1-1558,,,,,,,,,,,330,250
OBAT,PAPAVERIN INJ,,,,,,,1-1559,,,,,,,,,,,2640,2000
OBAT,MONOSCRUB 5 LITER,,,,,,,1-1559,,,,,,,,,,,1075800,815000
OBAT,ANTRAIN INJ,,,,,,,1-1560,,,,,,,,,,,15411,11675
OBAT,PAN AMIN G,,,,,,,1-1560,,,,,,,,,,,93324,84700
OBAT,SANTAGESIK INJ,,,,,,,1-1561,,,,,,,,,,,13944.48,10564
ALAT KESEHATAN,VENFLON POLYMED  20,,,,,,,1-1561,,,,,,,,,,,29040,22000
OBAT,BISOLVON INJ,,,,,,,1-1562,,,,,,,,,,,64900.44,49167
OBAT,"MEROPENEM 0,5",,,,,,,1-1562,,,,,,,,,,,174240,132000
OBAT,CEFTRIAXON,,,,,,,1-1563,,,,,,,,,,,7155.72,5421
OBAT,CELL CEPT 500 MG,,,,,,,1-1563,,,,,,,,,,,34848,26400
OBAT,GLISERIN 10 CC,,,,,,,1-1564,,,,,,,,,,,1320,1000
ALAT KESEHATAN,STERICLIN FLT 10 CM 200 M,,,,,,,1-1564,,,,,,,,,,,1299540,984500
OBAT,VAKSIN HEPATITIS,,,,,,,1-1565,,,,,,,,,,,198000,150000
ALAT KESEHATAN,STERICLIN FLT 15 CM 200 M,,,,,,,1-1565,,,,,,,,,,,1967460,1490500
OBAT,BUSCOPAN,,,,,,,1-1566,,,,,,,,,,,29700,22500
OBAT,SERUM ANTI BISA ULAR,,,,,,,1-1566,,,,,,,,,,,930072,704600
OBAT,VIT C 10% INJ DURA,,,,,,,1-1567,,,,,,,,,,,3228.72,2446
,ST. SUPERLIFE S,,,,,,,1-1567,,,,,,,,,,,1176.12,891
OBAT,TRADOSIK 50 MG INJ,,,,,,,1-1568,,,,,,,,,,,24200.88,18334
,AERIUS TABLET,,,,,,,1-1568,,,,,,,,,,,11548,9600
OBAT,SAGESTAM INJ,,,,,,,1-1569,,,,,,,,,,,14652,11100
OBAT,"CENDO FUNICOL 0,25 %",,,,,,,1-1569,,,,,,,,,,,34848,26400
OBAT,VIT B6  PIRIDOXIM INJ,,,,,,,1-1570,,,,,,,,,,,4478.76,3393
ALAT KESEHATAN,MASKER ANAK O2 RESERVOIR,,,,,,,1-1570,,,,,,,,,,,58476,28875
OBAT,STESOLID 10 MG 2ML INJ,,,,,,,1-1571,,,,,,,,,,,19080.6,14455
ALAT KESEHATAN,ECG ELEKTRODE BAYI,,,,,,,1-1571,,,,,,,,,,,0,0
OBAT,DOPAMIN INJ,,,,,,,1-1572,,,,,,,,,,,105618.48,80014
,MASKER DEWASA O2 RESERVOIR,,,,,,,1-1572,,,,,,,,,,,36300,27500
OBAT,NEO K INJ + SPUIT,,,,,,,1-1573,,,,,,,,,,,46200,35000
OBAT,SIMEXTAM INJ,,,,,,,1-1573,,,,,,,,,,,239580,181500
OBAT,NEUROBAT INJ,,,,,,,1-1574,,,,,,,,,,,9372,7100
,CEFOBACTAM INJ,,,,,,,1-1574,,,,,,,,,,,264481.8,200365
OBAT,MEIXAM 1 G INJ,,,,,,,1-1575,,,,,,,,,,,48437.4,36695
