ALAT KESEHATAN,SIRPLUS SYRUP,,,,,,,1-1199,,,,,,,,,,,18876,14300
ALAT KESEHATAN,SISTENOL TABLET,,,,,,,1-1200,,,,,,,,,,,2904,2200
OBAT,SMECTA SACHET,,,,,,,1-1201,,,,,,,,,,,4840,3666.67
ALAT KESEHATAN,SOFRATULE,,,,,,,1-1202,,,,,,,,,,,37752,28600
OBAT,SOFTA MAN 500 BRAUN,,,,,,,1-1203,,,,,,,,,,,103950.13,78750.1
ALAT KESEHATAN,SOFTAMAN 100ML,,,,,,,1-1204,,,,,,,,,,,47044.8,35640
ALAT KESEHATAN,"SPALEG 4,5X15",,,,,,,1-1205,,,,,,,,,,,1584,1200
ALAT KESEHATAN,"SPALEG 4,5X18",,,,,,,1-1206,,,,,,,,,,,2244,1700
ALAT KESEHATAN,"SPALEG 4,5X21",,,,,,,1-1207,,,,,,,,,,,6996,5300
ALAT KESEHATAN,SPALEG 4X10,,,,,,,1-1208,,,,,,,,,,,1584,1200
ALAT KESEHATAN,SPALEG 4X13,,,,,,,1-1209,,,,,,,,,,,1584,1200
OBAT,SPASMINAL TABLET,,,,,,,1-1210,,,,,,,,,,,842,612.5
ALAT KESEHATAN,SPINOCAN B BRAUN 25,,,,,,,1-1211,,,,,,,,,,,41052,31100
ALAT KESEHATAN,SPINOCAN B BRAUN 26,,,,,,,1-1212,,,,,,,,,,,58080,32000.1
ALAT KESEHATAN,SPINOCAN B BRAUN 27,,,,,,,1-1213,,,,,,,,,,,55176,41800
OBAT,SPIRAMYCIN 500 MG (1.5M IU) TABLET,,,,,,,1-1214,,,,,,,,,,,2729.76,2068
OBAT,SPIRASIN 500 MG TABLET,,,,,,,1-1215,,,,,,,,,,,8075.76,6118
OBAT,SPIRIVA 18 MCG KAPSUL,,,,,,,1-1216,,,,,,,,,,,19769.64,14977
OBAT,SPIRIVA KAPSUL + HANDIHALER,,,,,,,1-1217,,,,,,,,,,,21747,16475
OBAT,SPIRONOLACTONE 100MG TABLET,,,,,,,1-1218,,,,,,,,,,,1503,500
OBAT,SPIRONOLAKTON 25 MG,,,,,,,1-1219,,,,,,,,,,,476.26,346.37
OBAT,SPORETIK 100 MG KAPSUL,,,,,,,1-1220,,,,,,,,,,,27994.56,21208
OBAT,SPORETIK 50 MG KAPSUL,,,,,,,1-1221,,,,,,,,,,,13358.4,10120
OBAT,SPORETIK DRY SYRUP,,,,,,,1-1222,,,,,,,,,,,118192.8,89540
OBAT,SPUIT 1 CC TUBERCULIN NIPRO,,,,,,,1-1223,,,,,,,,,,,2018.28,1529
ALAT KESEHATAN,SPUIT 1 CC TUBERCULIN TERUMO,,,,,,,1-1224,,,,,,,,,,,9292.8,7040
OBAT,SPUIT 1 CC TUBERCULIN TERUMO (BPJS),,,,,,,1-1225,,,,,,,,,,,2195.16,1663
ALAT KESEHATAN,SPUIT 10 CC BD,,,,,,,1-1226,,,,,,,,,,,5260.2,3985
ALAT KESEHATAN,SPUIT 10 CC NIPRO,,,,,,,1-1227,,,,,,,,,,,1862.52,1411
ALAT KESEHATAN,SPUIT 10 CC ONEMED,,,,,,,1-1228,,,,,,,,,,,1597,1000
ALAT KESEHATAN,SPUIT 10 CC TERUMO,,,,,,,1-1229,,,,,,,,,,,4740.12,3591
ALAT KESEHATAN,SPUIT 10 CC TERUMO (BPJS),,,,,,,1-1230,,,,,,,,,,,2187.24,1657
ALAT KESEHATAN,SPUIT 20 CC TERUMO,,,,,,,1-1231,,,,,,,,,,,18440.4,13970
ALAT KESEHATAN,SPUIT 3 CC NIPRO,,,,,,,1-1232,,,,,,,,,,,1160.28,879
OBAT,SPUIT 3 CC ONEMED,,,,,,,1-1233,,,,,,,,,,,1030.92,781
ALAT KESEHATAN,SPUIT 3 CC TERUMO,,,,,,,1-1234,,,,,,,,,,,2910,1950
ALAT KESEHATAN,SPUIT 3 CC TERUMO (BPJS),,,,,,,1-1235,,,,,,,,,,,1297.56,983
ALAT KESEHATAN,SPUIT 5 CC BD,,,,,,,1-1236,,,,,,,,,,,4089.36,3098
ALAT KESEHATAN,SPUIT 5 CC NIPRO,,,,,,,1-1237,,,,,,,,,,,1541.76,1168
OBAT,SPUIT 5 CC ONEMED,,,,,,,1-1238,,,,,,,,,,,1061.78,825
ALAT KESEHATAN,SPUIT 5 CC TERUMO,,,,,,,1-1239,,,,,,,,,,,3567,2600
ALAT KESEHATAN,SPUIT 5 CC TERUMO (BPJS),,,,,,,1-1240,,,,,,,,,,,1646.04,1247
ALAT KESEHATAN,SPUIT 50 CC TERUMO (BIRU),,,,,,,1-1241,,,,,,,,,,,30782.4,23320
ALAT KESEHATAN,SPUIT 50CC CATHETER TIP,,,,,,,1-1242,,,,,,,,,,,58080,44000
OBAT,SPUIT BGA (BLOOD GAS ANALYSIS),,,,,,,1-1243,,,,,,,,,,,39600,30000
ALAT KESEHATAN,ST EXAMIN S,,,,,,,1-1244,,,,,,,,,,,790.68,599
ALAT KESEHATAN,"ST GAMMEX NO. 7,0",,,,,,,1-1245,,,,,,,,,,,26136,19800
ALAT KESEHATAN,"ST GAMMEX NO. 7,5",,,,,,,1-1246,,,,,,,,,,,26136,19800
ALAT KESEHATAN,"ST GAMMEX NO. 8,0",,,,,,,1-1247,,,,,,,,,,,26136,19800
ALAT KESEHATAN,ST GLOVES PREMIUM 7,,,,,,,1-1248,,,,,,,,,,,17563.92,13306
OBAT,ST VASCO 7.5,,,,,,,1-1249,,,,,,,,,,,4989.6,3780
ALAT KESEHATAN,ST. EXAMIN GLOVES  M,,,,,,,1-1250,,,,,,,,,,,790.68,599
OBAT,ST. SENSI GLOVES SMALL,,,,,,,1-1251,,,,,,,,,,,724.68,549
OBAT,ST. SENSIGLOVES XSMALL,,,,,,,1-1252,,,,,,,,,,,551.76,418
ALAT KESEHATAN,ST. SUPERLIFE M,,,,,,,1-1253,,,,,,,,,,,1176.12,891
ALAT KESEHATAN,"ST. SURETEX NS NO. 7,0",,,,,,,1-1254,,,,,,,,,,,13196.04,9997
ALAT KESEHATAN,"ST. SURETEX NS NO. 7,5",,,,,,,1-1255,,,,,,,,,,,13197.36,9998
ALAT KESEHATAN,"ST. SURETEX NS NO. 8,0",,,,,,,1-1256,,,,,,,,,,,13197.36,9998
OBAT,STABACTAM 1G,,,,,,,1-1257,,,,,,,,,,,207781.2,157410
OBAT,STABIMED 1 L,,,,,,,1-1258,,,,,,,,,,,1354425.6,1026080
OBAT,STARDINE SOLUTION 1 L,,,,,,,1-1259,,,,,,,,,,,230868,174900
OBAT,STARDINE SOLUTION 5 L,,,,,,,1-1260,,,,,,,,,,,1016400,770000
OBAT,STEAKPAN PLASTIK BIRU (PISPOT),,,,,,,1-1261,,,,,,,,,,,65736,49800
OBAT,STERILE WATER 1000ML,,,,,,,1-1262,,,,,,,,,,,40510.8,30690
OBAT,STESOLID  5 MG REKTAL TUBE,,,,,,,1-1263,,,,,,,,,,,34499.52,26136
OBAT,STESOLID 10 MG REKTAL TUBE,,,,,,,1-1264,,,,,,,,,,,51749.28,39204
OBAT,STESOLID INJ 10MG2ML,,,,,,,1-1265,,,,,,,,,,,16610.88,12584
OBAT,STIMUNO KAPLET,,,,,,,1-1266,,,,,,,,,,,3058.44,2317
OBAT,STIMUNO SYRUP ANGGUR,,,,,,,1-1267,,,,,,,,,,,29040,22000
