OBAT,CALSIUM GLUCONAS INJEKSI,,,,,,,1-0199,,,,,,,,,,,23716,17966.67
OBAT,CANDESARTAN 16 MG,,,,,,,1-0200,,,,,,,,,,,9438,7150
OBAT,CANDESARTAN 8 MG,,,,,,,1-0201,,,,,,,,,,,6534,4800
OBAT,CAPSINAT DS 60 ML,,,,,,,1-0202,,,,,,,,,,,62608.92,47431
OBAT,CAPSINAT FORTE SYRUP 60 ML,,,,,,,1-0203,,,,,,,,,,,82375.92,62406
OBAT,"CAPTOPRIL 12,5 MG TABLET",,,,,,,1-0204,,,,,,,,,,,172.33,130.55
OBAT,CAPTOPRIL 25 MG TABLET,,,,,,,1-0205,,,,,,,,,,,237.6,180
OBAT,CAPTOPRIL 50MG TABLET,,,,,,,1-0206,,,,,,,,,,,396,300
OBAT,CATAFLAM CAPSUL 25MG,,,,,,,1-0207,,,,,,,,,,,3802,6350
ALAT KESEHATAN,CATGUT CHROM 30,,,,,,,1-0208,,,,,,,,,,,1506183.36,1141048
ALAT KESEHATAN,CATGUT PLAIN 30 ONEMED,,,,,,,1-0209,,,,,,,,,,,10692,8800
ALAT KESEHATAN,CATGUT PLAIN 30 SELLA,,,,,,,1-0210,,,,,,,,,,,13794,10450
OBAT,CAVIPLEX TABLET,,,,,,,1-0211,,,,,,,,,,,477.84,362
OBAT,CAVIT D3 TABLET,,,,,,,1-0212,,,,,,,,,,,2112,1800
OBAT,CEFABIOTIC 500MG,,,,,,,1-0213,,,,,,,,,,,11088,8900
OBAT,CEFADROXIL 500 MG KAPSUL,,,,,,,1-0214,,,,,,,,,,,1597,687.5
OBAT,CEFADROXIL SYR 125MG,,,,,,,1-0215,,,,,,,,,,,11048.4,8370
OBAT,CEFAT 250 MG KAPSUL,,,,,,,1-0216,,,,,,,,,,,7296.3,5527.5
OBAT,CEFAT 500 MG KAPSUL,,,,,,,1-0217,,,,,,,,,,,14367.54,10884.5
OBAT,CEFAT DRY SYRUP 60 ML,,,,,,,1-0218,,,,,,,,,,,60693.6,45980
OBAT,CEFAT FORTE DRY SYRUP 60 ML,,,,,,,1-0219,,,,,,,,,,,104979.6,79530
OBAT,CEFILA 100MG,,,,,,,1-0220,,,,,,,,,,,28314,21450
OBAT,CEFIXIM 100 MG KAPSUL,,,,,,,1-0221,,,,,,,,,,,3160,985
OBAT,CEFIXIME DRY SYRUP 30 ML,,,,,,,1-0222,,,,,,,,,,,26136,24900
OBAT,CEFORIM I G INJEKSI,,,,,,,1-0223,,,,,,,,,,,412830,312750
OBAT,CEFOTAXIM 1 G INJEKSI,,,,,,,1-0224,,,,,,,,,,,14552,6930
OBAT,CEFSPAN 100 MG KAPSUL,,,,,,,1-0225,,,,,,,,,,,31944,24200
OBAT,CEFSPAN 200 MG KAPSUL,,,,,,,1-0226,,,,,,,,,,,50820,38500
OBAT,CEFSPAN 50 MG KAPSUL,,,,,,,1-0227,,,,,,,,,,,14897.52,11286
OBAT,CEFSPAN DRY SYRUP 30 ML,,,,,,,1-0228,,,,,,,,,,,143748,108900
OBAT,CEFTAMAX INJEKSI,,,,,,,1-0229,,,,,,,,,,,233244,176700
OBAT,CEFTAZIDIME INJEKSI,,,,,,,1-0230,,,,,,,,,,,36036,27300
OBAT,CEFTRIAXONE 1 G INJEKSI,,,,,,,1-0231,,,,,,,,,,,14520,39600
OBAT,CELESTAMIN TABLET,,,,,,,1-0232,,,,,,,,,,,5728,4300
OBAT,CELESTAMINE SYRUP 30 ML,,,,,,,1-0233,,,,,,,,,,,51043.61,38669.4
OBAT,"CENDO GENTA 0,3% SALEP MATA",,,,,,,1-0234,,,,,,,,,,,52817.15,40013
OBAT,"CENDO GENTA 0,3% T.M. 5 ML",,,,,,,1-0235,,,,,,,,,,,41201.16,31213
OBAT,CENDO POLYNEL T.M. 5 ML,,,,,,,1-0236,,,,,,,,,,,32343.96,24503
OBAT,CENDO STATROL T.M. 5 ML,,,,,,,1-0237,,,,,,,,,,,26499,20075
OBAT,CENDO XITROL T.M. 5 ML,,,,,,,1-0238,,,,,,,,,,,39567,29975
OBAT,CEPHAFLOX INJEKSI 1GRAM,,,,,,,1-0239,,,,,,,,,,,282268.8,213840
OBAT,CEPHALEXIN 500 MG KAPSUL,,,,,,,1-0240,,,,,,,,,,,1582.42,1198.8
OBAT,CERINI SYRUP,,,,,,,1-0241,,,,,,,,,,,56337.6,42680
OBAT,CERINI TABLET 10 MG,,,,,,,1-0242,,,,,,,,,,,4744.08,3594
OBAT,CERNEVIT INJEKSI,,,,,,,1-0243,,,,,,,,,,,251196,190300
OBAT,CERVARIX,,,,,,,1-0244,,,,,,,,,,,769560,583000
OBAT,CETINAL SYRUP,,,,,,,1-0245,,,,,,,,,,,79860,60500
